source_genesymbol	target_genesymbol	sign
CHEBI:166824_CHEBI:53000_HLA-DPA1_HLA-DRB5	CD4	1
CHEBI:166824_CHEBI:53000_HLA-DPA1_HLA-DRB3	CD4	1
CHEBI:166824_CHEBI:53000_HLA-DQA1_HLA-DRB1	CD4	1
CHEBI:166824_CHEBI:53000_HLA-DMB_HLA-DQA2	CD4	1
CHEBI:166824_CHEBI:53000_HLA-DQA1_HLA-DQB2	CD4	1
CHEBI:166824_CHEBI:53000_HLA-DOA_HLA-DRB4	CD4	1
CHEBI:166824_CHEBI:53000_HLA-DQA1_HLA-DRB4	CD4	1
CHEBI:166824_CHEBI:53000_HLA-DMB_HLA-DOA	CD4	1
CHEBI:166824_CHEBI:53000_HLA-DOA_HLA-DRB3	CD4	1
CHEBI:166824_CHEBI:53000_HLA-DQA2_HLA-DRB5	CD4	1
CHEBI:166824_CHEBI:53000_HLA-DMB_HLA-DPA1	CD4	1
CHEBI:166824_CHEBI:53000_HLA-DOB_HLA-DPA1	CD4	1
CHEBI:166824_CHEBI:53000_HLA-DRA_HLA-DRB1	CD4	1
CHEBI:166824_CHEBI:53000_HLA-DPA1_HLA-DPB1	CD4	1
CHEBI:166824_CHEBI:53000_HLA-DQA1_HLA-DRB5	CD4	1
CHEBI:166824_CHEBI:53000_HLA-DMB_HLA-DRA	CD4	1
CHEBI:166824_CHEBI:53000_HLA-DOB_HLA-DQA1	CD4	1
CHEBI:166824_CHEBI:53000_HLA-DPB1_HLA-DRA	CD4	1
CHEBI:166824_CHEBI:53000_HLA-DMA_HLA-DQB1	CD4	1
CHEBI:166824_CHEBI:53000_HLA-DMA_HLA-DPB1	CD4	1
CHEBI:166824_CHEBI:53000_HLA-DOB_HLA-DRA	CD4	1
CHEBI:166824_CHEBI:53000_HLA-DOA_HLA-DPB1	CD4	1
CHEBI:166824_CHEBI:53000_HLA-DPA1_HLA-DQB2	CD4	1
CHEBI:166824_CHEBI:53000_HLA-DPB1_HLA-DQA2	CD4	1
CDK1	NINL	1
FZR1	SKIL	-1
TBK1	NUMA1	1
SPRED1	NF1	1
WNT7A	SKP2	-1
GNAS	ADCY9	1
HOXB8	PBX3	1
MRGPRX2	GNAZ	1
PBX1	HOXB1	1
GNG12	PRKACA	-1
MAPK3	AMPH	-1
SRC	BCKDK	1
PRKCA	CSPG4	1
FFAR2	GNA15	1
PTK2	PIK3CA_PIK3R1	1
CDK11A	CDK11B	1
HTR1E	GNAI1	1
RBBP8	SPEN	-1
FZD4	DVL1	1
GSK3B	MCL1	-1
PTPN3	ESR1	1
AKT1	SIRT6	-1
HACE1	OPTN	-1
HUWE1	KLF4	-1
LPAR2	GNA14	1
MARK3	TNK1	-1
FZR1	MOAP1	-1
AKT1S1_DEPTOR_MLST8_MTOR_RPTOR	BTRC	1
CBLL1	ANXA2	-1
UBB_UBE2G2	RSPRY1	1
UBA52_UBE2G1	RSPRY1	1
UBA52_UBE2V1	RSPRY1	1
UBA52_UBE2S	RSPRY1	1
UBB_UBE2H	RSPRY1	1
UBC_UBE2V1	RSPRY1	1
UBC_UBE2W	RSPRY1	1
UBB_UBE2U	RSPRY1	1
UBA52_UBE2T	RSPRY1	1
RPS27A_UBE2I	RSPRY1	1
UBA52_UBE2J1	RSPRY1	1
UBA52_UBE2L5	RSPRY1	1
UBC_UBE2J1	RSPRY1	1
UBC_UBE2A	RSPRY1	1
UBB_UBE2C	RSPRY1	1
UBC_UBE2D1	RSPRY1	1
UBB_UBE2Q1	RSPRY1	1
RPS27A_UBE2G1	RSPRY1	1
RPS27A_UBE2D2	RSPRY1	1
UBC_UBE2B	RSPRY1	1
UBB_UBE2E2	RSPRY1	1
UBA52_UBE2Z	RSPRY1	1
RPS27A_UBE2L3	RSPRY1	1
UBA52_UBE2B	RSPRY1	1
UBB_UBE2L6	RSPRY1	1
UBC_UBE2H	RSPRY1	1
UBB_UBE2J2	RSPRY1	1
RPS27A_UBE2L6	RSPRY1	1
UBB_UBE2D4	RSPRY1	1
RPS27A_UBE2K	RSPRY1	1
UBB_UBE2D3	RSPRY1	1
RPS27A_UBE2N	RSPRY1	1
UBA52_UBE2E1	RSPRY1	1
RPS27A_UBE2V1	RSPRY1	1
UBC_UBE2Z	RSPRY1	1
RPS27A_UBE2H	RSPRY1	1
RPS27A_UBE2L5	RSPRY1	1
UBA52_UBE2N	RSPRY1	1
RPS27A_UBE2D3	RSPRY1	1
RPS27A_UBE2R2	RSPRY1	1
UBC_UBE2E2	RSPRY1	1
UBA52_UBE2W	RSPRY1	1
UBC_UBE2L3	RSPRY1	1
UBB_UBE2D2	RSPRY1	1
UBB_UBE2M	RSPRY1	1
RPS27A_UBE2V2	RSPRY1	1
RPS27A_UBE2NL	RSPRY1	1
BIRC6_UBB	RSPRY1	1
UBC_UBE2L6	RSPRY1	1
RPS27A_UBE2G2	RSPRY1	1
UBA52_UBE2Q1	RSPRY1	1
UBC_UBE2M	RSPRY1	1
RPS27A_UBE2J1	RSPRY1	1
UBC_UBE2E1	RSPRY1	1
UBA52_UBE2E2	RSPRY1	1
UBC_UBE2Q2	RSPRY1	1
RPS27A_UBE2D1	RSPRY1	1
UBA52_UBE2G2	RSPRY1	1
UBC_UBE2K	RSPRY1	1
UBA52_UBE2NL	RSPRY1	1
RPS27A_UBE2E1	RSPRY1	1
UBB_UBE2J1	RSPRY1	1
UBA52_UBE2E3	RSPRY1	1
UBB_UBE2K	RSPRY1	1
UBC_UBE2V2	RSPRY1	1
UBB_UBE2W	RSPRY1	1
UBC_UBE2L5	RSPRY1	1
UBA52_UBE2R2	RSPRY1	1
UBA52_UBE2K	RSPRY1	1
UBB_UBE2N	RSPRY1	1
UBB_UBE2V2	RSPRY1	1
UBA52_UBE2Q2	RSPRY1	1
UBA52_UBE2C	RSPRY1	1
RPS27A_UBE2A	RSPRY1	1
UBC_UBE2G1	RSPRY1	1
UBB_UBE2Z	RSPRY1	1
UBC_UBE2J2	RSPRY1	1
RPS27A_UBE2E3	RSPRY1	1
UBC_UBE2R2	RSPRY1	1
RPS27A_UBE2Z	RSPRY1	1
UBC_UBE2T	RSPRY1	1
UBB_UBE2E1	RSPRY1	1
UBA52_UBE2M	RSPRY1	1
UBB_UBE2D1	RSPRY1	1
UBC_UBE2D2	RSPRY1	1
UBB_UBE2L3	RSPRY1	1
RPS27A_UBE2J2	RSPRY1	1
UBC_UBE2N	RSPRY1	1
UBA52_UBE2D4	RSPRY1	1
UBC_UBE2G2	RSPRY1	1
RPS27A_UBE2W	RSPRY1	1
BIRC6_UBC	RSPRY1	1
RPS27A_UBE2E2	RSPRY1	1
UBB_UBE2A	RSPRY1	1
UBC_UBE2C	RSPRY1	1
UBB_UBE2E3	RSPRY1	1
UBB_UBE2NL	RSPRY1	1
RPS27A_UBE2S	RSPRY1	1
UBB_UBE2R2	RSPRY1	1
UBC_UBE2Q1	RSPRY1	1
UBA52_UBE2A	RSPRY1	1
RPS27A_UBE2B	RSPRY1	1
UBB_UBE2G1	RSPRY1	1
UBB_UBE2Q2	RSPRY1	1
RPS27A_UBE2Q2	RSPRY1	1
UBB_UBE2T	RSPRY1	1
UBC_UBE2D3	RSPRY1	1
BIRC6_UBA52	RSPRY1	1
UBA52_UBE2H	RSPRY1	1
UBA52_UBE2D1	RSPRY1	1
UBA52_UBE2I	RSPRY1	1
UBA52_UBE2U	RSPRY1	1
UBB_UBE2V1	RSPRY1	1
RPS27A_UBE2C	RSPRY1	1
UBA52_UBE2V2	RSPRY1	1
UBA52_UBE2L3	RSPRY1	1
RPS27A_UBE2D4	RSPRY1	1
UBA52_UBE2D3	RSPRY1	1
UBA52_UBE2J2	RSPRY1	1
RPS27A_UBE2T	RSPRY1	1
UBB_UBE2S	RSPRY1	1
UBC_UBE2U	RSPRY1	1
UBC_UBE2S	RSPRY1	1
UBB_UBE2I	RSPRY1	1
UBA52_UBE2L6	RSPRY1	1
UBC_UBE2I	RSPRY1	1
UBA52_UBE2D2	RSPRY1	1
UBC_UBE2E3	RSPRY1	1
RPS27A_UBE2Q1	RSPRY1	1
RPS27A_UBE2M	RSPRY1	1
UBC_UBE2D4	RSPRY1	1
UBB_UBE2B	RSPRY1	1
UBB_UBE2L5	RSPRY1	1
BIRC6_RPS27A	RSPRY1	1
UBC_UBE2NL	RSPRY1	1
RPS27A_UBE2U	RSPRY1	1
GPR132	GNA15	1
MARK2	KIF13B	-1
DOK1	ITGAV_ITGB8	-1
ELP1_ELP2_ELP3_ELP4_ELP5_ELP6	TUBA4A	1
ARHGAP11B	CDC42	-1
CREBBP_EP300	SMAD2	1
EZH2_SUZ12	YY1	1
CSNK2A1	ABCC1	1
IKBKE	REL	1
DAB2IP	AR	-1
UCHL3	RPS27A	1
UBB_UBE2G2	PEX10	1
UBA52_UBE2G1	PEX10	1
UBA52_UBE2V1	PEX10	1
UBA52_UBE2S	PEX10	1
UBB_UBE2H	PEX10	1
UBC_UBE2V1	PEX10	1
UBC_UBE2W	PEX10	1
UBB_UBE2U	PEX10	1
UBA52_UBE2T	PEX10	1
RPS27A_UBE2I	PEX10	1
UBA52_UBE2J1	PEX10	1
UBA52_UBE2L5	PEX10	1
UBC_UBE2J1	PEX10	1
UBC_UBE2A	PEX10	1
UBB_UBE2C	PEX10	1
UBC_UBE2D1	PEX10	1
UBB_UBE2Q1	PEX10	1
RPS27A_UBE2G1	PEX10	1
RPS27A_UBE2D2	PEX10	1
UBC_UBE2B	PEX10	1
UBB_UBE2E2	PEX10	1
UBA52_UBE2Z	PEX10	1
RPS27A_UBE2L3	PEX10	1
UBA52_UBE2B	PEX10	1
UBB_UBE2L6	PEX10	1
UBC_UBE2H	PEX10	1
UBB_UBE2J2	PEX10	1
RPS27A_UBE2L6	PEX10	1
UBB_UBE2D4	PEX10	1
RPS27A_UBE2K	PEX10	1
UBB_UBE2D3	PEX10	1
RPS27A_UBE2N	PEX10	1
UBA52_UBE2E1	PEX10	1
RPS27A_UBE2V1	PEX10	1
UBC_UBE2Z	PEX10	1
RPS27A_UBE2H	PEX10	1
RPS27A_UBE2L5	PEX10	1
UBA52_UBE2N	PEX10	1
RPS27A_UBE2D3	PEX10	1
RPS27A_UBE2R2	PEX10	1
UBC_UBE2E2	PEX10	1
UBA52_UBE2W	PEX10	1
UBC_UBE2L3	PEX10	1
UBB_UBE2D2	PEX10	1
UBB_UBE2M	PEX10	1
RPS27A_UBE2V2	PEX10	1
RPS27A_UBE2NL	PEX10	1
BIRC6_UBB	PEX10	1
UBC_UBE2L6	PEX10	1
RPS27A_UBE2G2	PEX10	1
UBA52_UBE2Q1	PEX10	1
UBC_UBE2M	PEX10	1
RPS27A_UBE2J1	PEX10	1
UBC_UBE2E1	PEX10	1
UBA52_UBE2E2	PEX10	1
UBC_UBE2Q2	PEX10	1
RPS27A_UBE2D1	PEX10	1
UBA52_UBE2G2	PEX10	1
UBC_UBE2K	PEX10	1
UBA52_UBE2NL	PEX10	1
RPS27A_UBE2E1	PEX10	1
UBB_UBE2J1	PEX10	1
UBA52_UBE2E3	PEX10	1
UBB_UBE2K	PEX10	1
UBC_UBE2V2	PEX10	1
UBB_UBE2W	PEX10	1
UBC_UBE2L5	PEX10	1
UBA52_UBE2R2	PEX10	1
UBA52_UBE2K	PEX10	1
UBB_UBE2N	PEX10	1
UBB_UBE2V2	PEX10	1
UBA52_UBE2Q2	PEX10	1
UBA52_UBE2C	PEX10	1
RPS27A_UBE2A	PEX10	1
UBC_UBE2G1	PEX10	1
UBB_UBE2Z	PEX10	1
UBC_UBE2J2	PEX10	1
RPS27A_UBE2E3	PEX10	1
UBC_UBE2R2	PEX10	1
RPS27A_UBE2Z	PEX10	1
UBC_UBE2T	PEX10	1
UBB_UBE2E1	PEX10	1
UBA52_UBE2M	PEX10	1
UBB_UBE2D1	PEX10	1
UBC_UBE2D2	PEX10	1
UBB_UBE2L3	PEX10	1
RPS27A_UBE2J2	PEX10	1
UBC_UBE2N	PEX10	1
UBA52_UBE2D4	PEX10	1
UBC_UBE2G2	PEX10	1
RPS27A_UBE2W	PEX10	1
BIRC6_UBC	PEX10	1
RPS27A_UBE2E2	PEX10	1
UBB_UBE2A	PEX10	1
UBC_UBE2C	PEX10	1
UBB_UBE2E3	PEX10	1
UBB_UBE2NL	PEX10	1
RPS27A_UBE2S	PEX10	1
UBB_UBE2R2	PEX10	1
UBC_UBE2Q1	PEX10	1
UBA52_UBE2A	PEX10	1
RPS27A_UBE2B	PEX10	1
UBB_UBE2G1	PEX10	1
UBB_UBE2Q2	PEX10	1
RPS27A_UBE2Q2	PEX10	1
UBB_UBE2T	PEX10	1
UBC_UBE2D3	PEX10	1
BIRC6_UBA52	PEX10	1
UBA52_UBE2H	PEX10	1
UBA52_UBE2D1	PEX10	1
UBA52_UBE2I	PEX10	1
UBA52_UBE2U	PEX10	1
UBB_UBE2V1	PEX10	1
RPS27A_UBE2C	PEX10	1
UBA52_UBE2V2	PEX10	1
UBA52_UBE2L3	PEX10	1
RPS27A_UBE2D4	PEX10	1
UBA52_UBE2D3	PEX10	1
UBA52_UBE2J2	PEX10	1
RPS27A_UBE2T	PEX10	1
UBB_UBE2S	PEX10	1
UBC_UBE2U	PEX10	1
UBC_UBE2S	PEX10	1
UBB_UBE2I	PEX10	1
UBA52_UBE2L6	PEX10	1
UBC_UBE2I	PEX10	1
UBA52_UBE2D2	PEX10	1
UBC_UBE2E3	PEX10	1
RPS27A_UBE2Q1	PEX10	1
RPS27A_UBE2M	PEX10	1
UBC_UBE2D4	PEX10	1
UBB_UBE2B	PEX10	1
UBB_UBE2L5	PEX10	1
BIRC6_RPS27A	PEX10	1
UBC_UBE2NL	PEX10	1
RPS27A_UBE2U	PEX10	1
DYDC1	SH3GL3	1
PRKCA	PPP2R5A	-1
AGTR1	GNAI3	1
LYN	SOCS1	-1
HTR1F	GNAI3	1
LTK	PREB	-1
CHFR	HDAC1	-1
CTDSPL2	STK35	1
CBX3	NIPBL	1
PRKCA	NOX5	1
ATM	COP1	-1
KCNE3	KCNQ1	1
RNF208	VIM	-1
PRKD1	RABEP1	1
CRK	PTK2	1
PRKCI	EZR	1
AKT2	PKP1	1
CDK2	ID3	-1
MAPK14	PLA2G4A	1
MIF	SOD1	-1
NR0B1	NCOR2	1
OPRK1	GNAI1	1
PRKCA	CDC42EP4	-1
CHEBI:18420_DIS3L_EXOSC1_EXOSC10_EXOSC2_EXOSC3_EXOSC4_EXOSC5_EXOSC6_EXOSC7_EXOSC8_EXOSC9	FUS	1
CHRM3	GNA14	1
PRRX1	MAFB	-1
TGFBR1	EEF1A1	-1
PDPK1	SRC	1
SRC	PDPK1	1
MYD88	DHX36	1
KLHL3	CUL3_RBX1_SKP1	1
DRD5	GNA14	1
SYK	SLC4A1	1
DRD5	GNAI1	1
BTRC_CUL1_SKP1	GBF1	-1
APH1B	PSEN1	1
SRC	CASP8	-1
ARFGEF1	ARF1	1
ITK	BMX	1
PTEN	DVL2	-1
TERB1	TERF1	1
ADRA2B	GNA12	1
PLK1	FADD	-1
MAPK12	NUP62	-1
AKT1S1_DEPTOR_MLST8_MTOR_RPTOR	NRBF2	1
BCAR1	PKN3	1
CDK5	BACE1	1
RAD23B	ERCC5	1
PHF12	SIN3A	1
BTRC_CUL1_SKP1	CDH1	-1
XRCC4	PRKDC_XRCC5_XRCC6	1
PCDH15	TMC2	1
CCNB1_CDK1	SQSTM1	1
SRC	SH3PXD2A	1
STK39	SLC12A3	1
SMARCA2	SMARCC2	1
FLCN	RRAGC	1
NFKB1_RELA	JUN	1
VRK1	TP53	1
PPP3CC	KSR2	1
BAZ1B_SMARCA5	POLR1A_POLR1B_POLR1C_POLR1D_POLR1D_POLR1E_POLR1F_POLR1G_POLR1H_POLR2E_POLR2F_POLR2H_POLR2K_POLR2L	1
PKN1	SNAI1	1
AMFR	HMGCR	-1
MRE11_NBN_RAD50	UFL1	1
PTPN2	STAT6	-1
TACR3	GNAI1	1
YAP1	TEAD2	1
SRC	FERMT2	1
FERMT2	SRC	1
PRKDC	CHEK2	1
PRKCA	SNAP25	1
LRRK2	PTK2	-1
EPHA2	CLDN4	-1
PDIA6	EIF2AK3	-1
DDX17	DGCR8_DROSHA	1
CDK8	H3C3	-1
RPS6KA6	EP300	-1
MDGA2	DMAP1	1
PRKDC	PNPT1	1
EFNA2	EPHA4	1
IRF9	IFNAR2	1
GSK3B	SNCAIP	-1
DNPEP	USP4	-1
PRKACA	NOS3	1
PRKACA	HTT	-1
HUWE1	MCL1	-1
CNOT1_CNOT10_CNOT11_CNOT2_CNOT3_CNOT4_CNOT6_CNOT6L_CNOT7_CNOT8_CNOT9_TNKS1BP1	NANOS1	-1
DCAF1_DDB1_UBR5	KATNA1	-1
RRN3	TAF1A_TAF1B_TAF1C_TAF1D_TBP	1
WWP2	PAIP1	-1
NEDD4	KIF26B	-1
TTK	TP53	1
HTR6	GNAO1	1
MECP2	OPRK1	1
CSNK2A2	UBE2R2	1
STAT1	RELA	-1
REN	AGT	1
AGT	REN	1
ATM	UCK1	-1
KHK	PRPS1	1
FBXW11	CHUK	-1
P2RY4	GNAI3	1
CP	SMO	-1
DRD5	GNAQ	1
DAB2IP	GATA1	1
ELAVL2	ADAM10	1
CHEK1	SRC	1
PCDH19	GABRA1	1
BRMS1	KDM1A	1
NRAS	ARAF	1
PRKG1	PRKAR1A	1
LIMK2	SPOP	-1
PTEN	ROCK1	1
ROCK1	PTEN	1
USP7	CHFR	1
EIF2B1	EIF2S3	1
F2R	GNA14	1
UBB_UBE2G2	RNF157	1
UBA52_UBE2G1	RNF157	1
UBA52_UBE2V1	RNF157	1
UBA52_UBE2S	RNF157	1
UBB_UBE2H	RNF157	1
UBC_UBE2V1	RNF157	1
UBC_UBE2W	RNF157	1
UBB_UBE2U	RNF157	1
UBA52_UBE2T	RNF157	1
RPS27A_UBE2I	RNF157	1
UBA52_UBE2J1	RNF157	1
UBA52_UBE2L5	RNF157	1
UBC_UBE2J1	RNF157	1
UBC_UBE2A	RNF157	1
UBB_UBE2C	RNF157	1
UBC_UBE2D1	RNF157	1
UBB_UBE2Q1	RNF157	1
RPS27A_UBE2G1	RNF157	1
RPS27A_UBE2D2	RNF157	1
UBC_UBE2B	RNF157	1
UBB_UBE2E2	RNF157	1
UBA52_UBE2Z	RNF157	1
RPS27A_UBE2L3	RNF157	1
UBA52_UBE2B	RNF157	1
UBB_UBE2L6	RNF157	1
UBC_UBE2H	RNF157	1
UBB_UBE2J2	RNF157	1
RPS27A_UBE2L6	RNF157	1
UBB_UBE2D4	RNF157	1
RPS27A_UBE2K	RNF157	1
UBB_UBE2D3	RNF157	1
RPS27A_UBE2N	RNF157	1
UBA52_UBE2E1	RNF157	1
RPS27A_UBE2V1	RNF157	1
UBC_UBE2Z	RNF157	1
RPS27A_UBE2H	RNF157	1
RPS27A_UBE2L5	RNF157	1
UBA52_UBE2N	RNF157	1
RPS27A_UBE2D3	RNF157	1
RPS27A_UBE2R2	RNF157	1
UBC_UBE2E2	RNF157	1
UBA52_UBE2W	RNF157	1
UBC_UBE2L3	RNF157	1
UBB_UBE2D2	RNF157	1
UBB_UBE2M	RNF157	1
RPS27A_UBE2V2	RNF157	1
RPS27A_UBE2NL	RNF157	1
BIRC6_UBB	RNF157	1
UBC_UBE2L6	RNF157	1
RPS27A_UBE2G2	RNF157	1
UBA52_UBE2Q1	RNF157	1
UBC_UBE2M	RNF157	1
RPS27A_UBE2J1	RNF157	1
UBC_UBE2E1	RNF157	1
UBA52_UBE2E2	RNF157	1
UBC_UBE2Q2	RNF157	1
RPS27A_UBE2D1	RNF157	1
UBA52_UBE2G2	RNF157	1
UBC_UBE2K	RNF157	1
UBA52_UBE2NL	RNF157	1
RPS27A_UBE2E1	RNF157	1
UBB_UBE2J1	RNF157	1
UBA52_UBE2E3	RNF157	1
UBB_UBE2K	RNF157	1
UBC_UBE2V2	RNF157	1
UBB_UBE2W	RNF157	1
UBC_UBE2L5	RNF157	1
UBA52_UBE2R2	RNF157	1
UBA52_UBE2K	RNF157	1
UBB_UBE2N	RNF157	1
UBB_UBE2V2	RNF157	1
UBA52_UBE2Q2	RNF157	1
UBA52_UBE2C	RNF157	1
RPS27A_UBE2A	RNF157	1
UBC_UBE2G1	RNF157	1
UBB_UBE2Z	RNF157	1
UBC_UBE2J2	RNF157	1
RPS27A_UBE2E3	RNF157	1
UBC_UBE2R2	RNF157	1
RPS27A_UBE2Z	RNF157	1
UBC_UBE2T	RNF157	1
UBB_UBE2E1	RNF157	1
UBA52_UBE2M	RNF157	1
UBB_UBE2D1	RNF157	1
UBC_UBE2D2	RNF157	1
UBB_UBE2L3	RNF157	1
RPS27A_UBE2J2	RNF157	1
UBC_UBE2N	RNF157	1
UBA52_UBE2D4	RNF157	1
UBC_UBE2G2	RNF157	1
RPS27A_UBE2W	RNF157	1
BIRC6_UBC	RNF157	1
RPS27A_UBE2E2	RNF157	1
UBB_UBE2A	RNF157	1
UBC_UBE2C	RNF157	1
UBB_UBE2E3	RNF157	1
UBB_UBE2NL	RNF157	1
RPS27A_UBE2S	RNF157	1
UBB_UBE2R2	RNF157	1
UBC_UBE2Q1	RNF157	1
UBA52_UBE2A	RNF157	1
RPS27A_UBE2B	RNF157	1
UBB_UBE2G1	RNF157	1
UBB_UBE2Q2	RNF157	1
RPS27A_UBE2Q2	RNF157	1
UBB_UBE2T	RNF157	1
UBC_UBE2D3	RNF157	1
BIRC6_UBA52	RNF157	1
UBA52_UBE2H	RNF157	1
UBA52_UBE2D1	RNF157	1
UBA52_UBE2I	RNF157	1
UBA52_UBE2U	RNF157	1
UBB_UBE2V1	RNF157	1
RPS27A_UBE2C	RNF157	1
UBA52_UBE2V2	RNF157	1
UBA52_UBE2L3	RNF157	1
RPS27A_UBE2D4	RNF157	1
UBA52_UBE2D3	RNF157	1
UBA52_UBE2J2	RNF157	1
RPS27A_UBE2T	RNF157	1
UBB_UBE2S	RNF157	1
UBC_UBE2U	RNF157	1
UBC_UBE2S	RNF157	1
UBB_UBE2I	RNF157	1
UBA52_UBE2L6	RNF157	1
UBC_UBE2I	RNF157	1
UBA52_UBE2D2	RNF157	1
UBC_UBE2E3	RNF157	1
RPS27A_UBE2Q1	RNF157	1
RPS27A_UBE2M	RNF157	1
UBC_UBE2D4	RNF157	1
UBB_UBE2B	RNF157	1
UBB_UBE2L5	RNF157	1
BIRC6_RPS27A	RNF157	1
UBC_UBE2NL	RNF157	1
RPS27A_UBE2U	RNF157	1
PTEN	CFL1	1
PAK2	SORT1	-1
PTGER3	GNB3	1
SRCAP	AR	1
PTPRG	ITGB1	-1
HMGB2	POU3F1	1
PRKN	EPS15	1
POGLUT1	NOTCH2	1
NEDD4	SYK	-1
TYK2	IRF9_STAT1_STAT2	1
GSK3B	DCX	1
TRIO	RAC1	1
RAC1	TRIO	1
FZD1	DVL2	1
MAPK1	MYC	1
ACE	AGT	1
IRF2BP1	IRF2	1
AKT1	DNMT1	1
FBXL2	AURKB	-1
CRYBB2	CRYBB3	1
CSNK2A1	CERS4	1
PLK2	CPAP	1
GSK3B	ROR2	-1
YME1L1	OPA1	1
CCKAR	GNA13	1
CSNK2A1	PKD2	1
CSNK2A1	NPHP1	1
VRK2	COP1_CUL4A_DDB1_DET1_RBX1	1
HAP1	AHI1	1
UBB_UBE2G2	CBLC	1
UBA52_UBE2G1	CBLC	1
UBA52_UBE2V1	CBLC	1
UBA52_UBE2S	CBLC	1
UBB_UBE2H	CBLC	1
UBC_UBE2V1	CBLC	1
UBC_UBE2W	CBLC	1
UBB_UBE2U	CBLC	1
UBA52_UBE2T	CBLC	1
RPS27A_UBE2I	CBLC	1
UBA52_UBE2J1	CBLC	1
UBA52_UBE2L5	CBLC	1
UBC_UBE2J1	CBLC	1
UBC_UBE2A	CBLC	1
UBB_UBE2C	CBLC	1
UBC_UBE2D1	CBLC	1
UBB_UBE2Q1	CBLC	1
RPS27A_UBE2G1	CBLC	1
RPS27A_UBE2D2	CBLC	1
UBC_UBE2B	CBLC	1
UBB_UBE2E2	CBLC	1
UBA52_UBE2Z	CBLC	1
RPS27A_UBE2L3	CBLC	1
UBA52_UBE2B	CBLC	1
UBB_UBE2L6	CBLC	1
UBC_UBE2H	CBLC	1
UBB_UBE2J2	CBLC	1
RPS27A_UBE2L6	CBLC	1
UBB_UBE2D4	CBLC	1
RPS27A_UBE2K	CBLC	1
UBB_UBE2D3	CBLC	1
RPS27A_UBE2N	CBLC	1
UBA52_UBE2E1	CBLC	1
RPS27A_UBE2V1	CBLC	1
UBC_UBE2Z	CBLC	1
RPS27A_UBE2H	CBLC	1
RPS27A_UBE2L5	CBLC	1
UBA52_UBE2N	CBLC	1
RPS27A_UBE2D3	CBLC	1
RPS27A_UBE2R2	CBLC	1
UBC_UBE2E2	CBLC	1
UBA52_UBE2W	CBLC	1
UBC_UBE2L3	CBLC	1
UBB_UBE2D2	CBLC	1
UBB_UBE2M	CBLC	1
RPS27A_UBE2V2	CBLC	1
RPS27A_UBE2NL	CBLC	1
BIRC6_UBB	CBLC	1
UBC_UBE2L6	CBLC	1
RPS27A_UBE2G2	CBLC	1
UBA52_UBE2Q1	CBLC	1
UBC_UBE2M	CBLC	1
RPS27A_UBE2J1	CBLC	1
UBC_UBE2E1	CBLC	1
UBA52_UBE2E2	CBLC	1
UBC_UBE2Q2	CBLC	1
RPS27A_UBE2D1	CBLC	1
UBA52_UBE2G2	CBLC	1
UBC_UBE2K	CBLC	1
UBA52_UBE2NL	CBLC	1
RPS27A_UBE2E1	CBLC	1
UBB_UBE2J1	CBLC	1
UBA52_UBE2E3	CBLC	1
UBB_UBE2K	CBLC	1
UBC_UBE2V2	CBLC	1
UBB_UBE2W	CBLC	1
UBC_UBE2L5	CBLC	1
UBA52_UBE2R2	CBLC	1
UBA52_UBE2K	CBLC	1
UBB_UBE2N	CBLC	1
UBB_UBE2V2	CBLC	1
UBA52_UBE2Q2	CBLC	1
UBA52_UBE2C	CBLC	1
RPS27A_UBE2A	CBLC	1
UBC_UBE2G1	CBLC	1
UBB_UBE2Z	CBLC	1
UBC_UBE2J2	CBLC	1
RPS27A_UBE2E3	CBLC	1
UBC_UBE2R2	CBLC	1
RPS27A_UBE2Z	CBLC	1
UBC_UBE2T	CBLC	1
UBB_UBE2E1	CBLC	1
UBA52_UBE2M	CBLC	1
UBB_UBE2D1	CBLC	1
UBC_UBE2D2	CBLC	1
UBB_UBE2L3	CBLC	1
RPS27A_UBE2J2	CBLC	1
UBC_UBE2N	CBLC	1
UBA52_UBE2D4	CBLC	1
UBC_UBE2G2	CBLC	1
RPS27A_UBE2W	CBLC	1
BIRC6_UBC	CBLC	1
RPS27A_UBE2E2	CBLC	1
UBB_UBE2A	CBLC	1
UBC_UBE2C	CBLC	1
UBB_UBE2E3	CBLC	1
UBB_UBE2NL	CBLC	1
RPS27A_UBE2S	CBLC	1
UBB_UBE2R2	CBLC	1
UBC_UBE2Q1	CBLC	1
UBA52_UBE2A	CBLC	1
RPS27A_UBE2B	CBLC	1
UBB_UBE2G1	CBLC	1
UBB_UBE2Q2	CBLC	1
RPS27A_UBE2Q2	CBLC	1
UBB_UBE2T	CBLC	1
UBC_UBE2D3	CBLC	1
BIRC6_UBA52	CBLC	1
UBA52_UBE2H	CBLC	1
UBA52_UBE2D1	CBLC	1
UBA52_UBE2I	CBLC	1
UBA52_UBE2U	CBLC	1
UBB_UBE2V1	CBLC	1
RPS27A_UBE2C	CBLC	1
UBA52_UBE2V2	CBLC	1
UBA52_UBE2L3	CBLC	1
RPS27A_UBE2D4	CBLC	1
UBA52_UBE2D3	CBLC	1
UBA52_UBE2J2	CBLC	1
RPS27A_UBE2T	CBLC	1
UBB_UBE2S	CBLC	1
UBC_UBE2U	CBLC	1
